ISBN,Title,Author,Publisher,Pages,Date Published,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,volume,issue
1-56980-118-5,In the Flesh: Undressing for Success,"Dillard, Gavin Geoffrey",UNKNO,249,1998,Hardcover,"It was sex, drugs, and disco dancing. And the strobe lights were focused on Gavin Geoffrey Dillard--young, gorgeous, and gay. The bathhouses were packed, pleasure was the top priority, and nobody had heard of AIDS.<p>Gavin Dillard's story, frankly and vividly told, is of the wealthiest and most famous of the Hollywood scene, but it is also of baking bread in a Virginia monastery, chumming with flying saucers, channeling disembodied spooks, and searching for spiritual enlightenment with a bizarre cult.</p><p><i>In The Flesh</i> is a riviting, unabashed chronicle not just of Dillard's own sexploits, spiritual journeys, and artistic endeavors, but of every cultural wave and passing fad to hit America in the past thirty years. Wild and breathtaking, sexy and inspiring, sometimes hilarious, other times dark, it's a harrowing portrait of the '70s and '80s--and a one-of-a-kind autobiography of a man who took those years by storm.</p>",en,First Edition,"Height: 9.5 Inches, Length: 6.25 Inches, Width: 1 Inches",2.77,https://images.isbndb.com/covers/11/85/9781569801185.jpg,Success,61,22,1
1-85375-249-5,Sex Lives of the Hollywood Idols,"Cawthorne, Nigel",Prion Books,288,1997,Paperback,Nigel Cawthorne. Includes Bibliographical References (p. 267-269) And Index.,en,,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.65256829552 Pounds, Width: 1 Inches",13.99,https://images.isbndb.com/covers/24/90/9781853752490.jpg,Success,61,22,1
0-9638327-8-6,Spirited Threads : A Fabric Artist's Passion for Life : The Art and Writings of Patricia Cline,"Tucker, Cynthia Grant",Sibyl Pubns,270,1997,Paperback,,en,,"Height: 9 Inches, Length: 6.25 Inches, Weight: 1 Pounds, Width: 0.75 Inches",19.95,https://images.isbndb.com/covers/27/88/9780963832788.jpg,Success,62,22,1
0-8263-1817-7,Limelight: A Greenwich Village Photography Gallery and Coffeehouse in the Fifties : A Memoir,"Gee, Helen",Univ of New Mexico Pr,312,1997,Paperback,,en,First Edition,"Height: 8.75 Inches, Length: 6 Inches, Weight: 1.10231131 Pounds, Width: 0.75 Inches",21.95,https://images.isbndb.com/covers/81/76/9780826318176.jpg,Success,62,22,1
0-9655459-3-8,My Spirit Flies: Portraits and Prose of Women in Their Power,"Angell, M. Cathy",Bay City Pr,91,1997,Paperback,M. Cathy Angell. Catalog Of Traveling Exhibition. Includes Index.,en,,"Height: 8.5 Inches, Length: 9.5 Inches, Weight: 0.9 Pounds, Width: 0.5 Inches",19.95,https://images.isbndb.com/covers/59/38/9780965545938.jpg,Success,63,22,1
1-86448-049-1,Sex in Public: Australian Sexual Cultures,,Allen & Unwin,197,1/1/1997,Paperback,Edited By Jill Julius Matthews. Includes Bibliographical References (p. 182-192) And Index.,en,First Edition,Weight: 0.000625 Pounds,24.95,https://images.isbndb.com/covers/04/98/9781864480498.jpg,Success,63,22,1
0-295-97602-0,Annals of My Glass House: Photographs,"Cameron, Julia Margaret Pattle, Hamilton, Violet, Ruth Chandler Williamson Gallery, Santa Barbara Museum of Art",Univ of Washington Pr,63,1997,Paperback,"Preface / Mary Davis Macnaughton -- Acknowledgments / Violet Hamilton -- Annals Of My Glass House / Julia Margaret Cameron -- Catalogue Text / Violet Hamilton. Introduction To The Exhibition. Julia Margaret Cameron: The Makings Of An Artist. The Art Of Photography. Famous Men And Fair Women Madonnas And Angelic Children. Idylls And Fancy Subjects. Photographs By Julia Margaret Cameron ; Text By Violet Hamilton. Prepared On The Occasion Of An Exhibition Of Julia Margaret Cameron's Photography Presented At Ruth Chandler Williamson Gallery, Scripps College, October 20-december 15, 1996; Santa Barbara Museum Of Art, January 10-march 9, 1997--t.p. Verso. Includes Bibliographical References (p. 62-[64]).",en,,"Height: 11 Inches, Length: 8.5 Inches, Width: 0.25 Inches",8.96,https://images.isbndb.com/covers/60/20/9780295976020.jpg,Success,63,22,1
0-312-16586-2,Women and Art in South Africa,"Arnold, Marion",Palgrave Macmillan,186,1997,Hardcover,"<p>In this pioneering study, Marion Arnold explores the connections, hitherto hidden or neglected, between women and art in South Africa. By doing so, she recovers the rich histories of South African women artists and celebrates their creativity in the visual arts. In a series of related essays teeming with fresh insights, Marion Arnold asks new questions about the ways women have portrayed themselves, depicted landscapes, painted images of plants and sculpted the body. She examines, too, portraits of women (both black and white) in service and the long history of representations (usually by men) of the female 'other'. Throughout the book, the connections Marion Arnold makes between ideas, artists and their works are always illuminating and often unexpected. Here are not only familiar names viewed afresh - such as Maggie Laubser, Irma Stern, Helen Sebidi and Jane Alexander - but lesser-known artists who are rediscovered and brought to life.</p>",en,,"Height: 10.25 Inches, Length: 7 Inches, Weight: 1.2 Pounds, Width: 0.75 Inches",26.81,https://images.isbndb.com/covers/58/64/9780312165864.jpg,Success,63,22,1
0-316-38005-9,The Goddess (Living Wisdom Series),"Husain, Shahrukh",Little Brown & Co,184,1997,Paperback,The Goddess Rediscovered -- Conflict And Survival -- The Goddess And Cosmos -- Fertility And The Divine Couple. Shahrukh Husain. Includes Bibliographical References (p. 171-174) And Index.,en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.85 Pounds, Width: 0.5 Inches",15.95,https://images.isbndb.com/covers/00/58/9780316380058.jpg,Success,63,22,1
0-89281-621-X,Hathor Rising: The Power of the Goddess in Ancient Egypt,"Roberts Ph.D., Alison",Inner Traditions,192,6/1/1997,Paperback,"<p><br>&bull; The first book to seriously examine the feminine aspect of Egyptian religion sheds new light on the important role of the goddess Hathor-Sekhmet.<p>&bull; This accessible study sheds much new light on ancient Egypt and provides a powerful new perspective on women's theology.<p>&bull; The text is accompanied by nearly 200 striking and unusual illustrations<p>Drawing from temple art, myths, rituals, and poetry, <i>Hathor Rising</i> is the first book to seriously examine the feminine aspect of the complex Egyptian pantheon and to shed new light on the pivotal place held there by the fiery serpent-eyed goddess, Hathor-Sekhmet. The primary importance of this goddess is emphasized by the serpent coiled over the forehead of every pharaoh--the supreme symbol of royal power in ancient Egypt. The erotic vitality and fierce aggression of the goddess, qualities commonly perceived as masculine in nature, gives the reigning Pharaoh the capacity for dynamic leadership. The author explores the symbolism behind this and other manifestations of the goddess in Egyptian cosmology and provides new revelations on the rich tradition of feminine divinity in Egypt. <i>Hathor Rising</i> is the most important study of one of the world's oldest civilizations to appear in years.<p>Alison Roberts, Ph.D., studied ancient Egyptian and Akkadian at the University of Oxford. She completed her doctoral thesis &quot;Cult Objects of Hathor&quot; in 1984, and has since written and lectured on ancient Egypt. She lives in England.</p> <h3><i>Magical Blend</i></h3> <p><em>Hathor Rising</em> covers such Egyptian leaders as Queen Nefertiti and the female Pharaoh Hatshepsut intelligently and in detail, shedding new light on old facts. <br></p>",en,Original ed.,"Height: 10 Inches, Length: 8 Inches, Weight: 1 Pounds, Width: 0.5 Inches",15.6,https://images.isbndb.com/covers/62/17/9780892816217.jpg,Success,63,22,1
0-295-97607-1,June Wayne: A Retrospective,"Raven, Arlene",Neuberger Museum of Art,144,1997,Paperback,"This Major Retrospective Was Organized By The Neuberger Museum Of Art And The State University Of New York, Purchase. This Catalog Includes Notes By Arlene Raven, An Exhibition Checklist Of 119 Works (mostly Lithographs And Some Paintings), Detailed Illustrated Chronology, Lengthy Bibliography, And An Index. June Wayne Exhibition Captures Her Inventive, Influential Spirit: Pure Light And Space Became A Serious Aesthetic Vehicle In '60s Southern California. Such Phenomenon-based Art Flowered Here In The Work Of Chaps Like Larry Bell And Robert Irwin, But They Had Artistic Ancestors. Painter John Mclaughlin Is Frequently Noted. Another Less Obvious Precursor Is June Wayne. At 80, She's Something Of A Phenomenon Herself. Her Work Is Reviewed At The Los Angeles County Museum Of Art In June Wayne: A Retrospective. About Time, Too. Rarely Seen In Her Adopted Hometown, This Cultural Trailblazer Has Achieved More Than This Artistic Accolade. In The '40s, She Fought A City Hall That Thought Modern Art Was A Commie Plot. In 1960, She Founded And Directed The Nonprofit Tamarind Lithography Workshop. It Literally Saved An Endangered Art Form. She Was Wife, Mother And General Family Care-giver While Actively Championing Feminist Aims, Inspiring Such Kindred Younger Spirits As Judy Chicago. Wayne Is Like A Renaissance Figure Reincarnated As A Scrappy Depression-era Chicago School Dropout Fending Off Wise Guys While Reading John Donne. The Exhibition Shows Her No-guff Human Side Best In The Dorothy Series, A Portfolio Of Graphic-nostalgia-style Prints Dedicated To Her Mother. Its Least Typical But Most Mordant Image Is A Pop-literal Picture Of A Brassiere Titled Power Net. It Takes On Greater Resonance Knowing Wayne's Divorced Mother Was A Traveling Saleswoman Of Wares Then Called Foundation Garments. -- Article From The La Times On December 1, 1998 (see Link). June Wayne; Tunnel Of The Senses / Arlene Raven -- Meditation On A Mushroom -- Prelude And Fugue -- Tunnel -- Fables, Songs And Sonets -- Lemmings Bite Back -- Tapestries; Noting The Stitch -- Dorothy -- Eye On The Sky -- Djuna Set -- Collaborators -- Knockout -- Checklist Of The Exhibition. Organized By Lucinda H. Gedeon ; With An Essay, June Wayne--tunnel Of The Senses By Arlene Raven. Published On The Occasion Of The Exhibition Held At Neuberger Museum Of Art, April 20-june 22, 1997. Includes Bibliographical References (p. 136-144) And Index.",en,First Edition,"Height: 12 Inches, Length: 9 Inches, Weight: 2.10100535686 Pounds, Width: 0.5 Inches",29.95,https://images.isbndb.com/covers/60/75/9780295976075.jpg,Success,63,22,1
1-887825-04-5,"Women photographers: A selection of images from the Women in Photography International Archive, 1852-1997","Palmquist, Peter E",Iaqua Press,,1997,Paperback,,en,Limited Edition,Weight: 1.1 Pounds,0,https://images.isbndb.com/covers/50/47/9781887825047.jpg,Success,64,22,1
0-87422-148-X,"The Witch of Kodakery: The Photography of Myra Albert Wiggins, 1869-1956",Carole Glauber,Washington State University Press,152,8/5/1997,Paperback,"<p>The Witch of Kodakery is the ground-breaking biography of Myra Albert Wiggins, the successful early 20th-century Oregon photographic artist with connections to Alfred Stieglitz and the Photo-Secession. Myra Wiggins (1869-1956) embodied the ideal of the new woman - independent, energetic, and ambitious - as depicted by the Eastman Kodak Company's Kodak Girl and promoted as The Witchery of Kodakery. In Witch of Kodakery, biographer Carole Glauber resurrects Wiggins' pioneering role with a provocative text and fine examples of the artist's work, particularly from Wiggins' most prolific years, 1889 to the early 1910s. Also included is a foreword by Terry Toedtemeier, curator of photography at the Portland Art Museum.</p>",en,First Edition,"Height: 9.05 Inches, Length: 10.55 Inches, Weight: 1.28 Pounds, Width: 0.47 Inches",22.34,https://images.isbndb.com/covers/14/80/9780874221480.jpg,Success,64,22,1
0-500-27838-5,Conversations Before the End of Time,"Gablik, Suzi",Thames & Hudson,478,8/17/1997,Paperback,"When ""the end of time"" seems close at hand, what meaning or purpose can art possibly have? In this challenging series of dialogues with nineteen artists, writers, philosophers and critics, art critic Suzi Gablik addresses these and other central questions about the meaning and future of art in an age of accelerating social change and spiritual uncertainty. In conversations that are by turns intense, personal, philosophical, intimate and poignant, Hilton Kramer and Leo Castelli staunchly defend modernism's traditional isolation of art from political and social issues; sculptors Rachel Dutton and Rob Olds and performance artist Coco Fusco explore new kinds of art-making in an attempt to reconnect with the contemporary world; and Thomas Moore, author of Care of the Soul and archetypal psychologist James Hillman show how art's present crisis of meaning is tied to the broader context of our contemporary social and spiritual crises. Conversations Before the End of Time combines the incisive analysis of Suzi Gablik's previous criticism with the interactive creativity of the meeting of seminal minds; For anyone seriously concerned about the future of contemporary art and culture, it is both a sourcebook and an inspiration.",en,Revised ed.,"Height: 7.3 Inches, Length: 4.6 Inches, Weight: 1.05 Pounds, Width: 1.2 Inches",31.95,https://images.isbndb.com/covers/83/83/9780500278383.jpg,Success,64,22,1
0-262-07180-0,Particular Voices: Portraits of Gay and Lesbian Writers,"Giard, Robert",Mit Pr,120,1997,Hardcover,"<p><p><b>winner Of The 1998 Lambda Literary Award For Photography And Visual Arts.</b><p><i>winner Of The 1998 Lambda Literary Award For Photography And Visual Arts</i><p>in 1985 Photographer Robert Giard Set Out To Create An Archive Of Portraits Of Gay And Lesbian Writers From Across The United States. The Result Is The Most Extensive Photographic Record Of The Gay And Lesbian Literary Community Ever Undertaken. This Book Contains 182 Of The More Than 500 Portraits Giard Has Made. The Collection Underscores The Diversity Of The Gay Population And Encompasses A Broad Range Of Literary Genres&#58; Fiction, Poetry, Drama, Personal Narrative, History, Criticism, And Political/activist Statements. Taken As A Whole, The Portraits And Excerpts Encompass The Many-faceted History Of The Gay/lesbian Experience In The United States Over The Past Seventy-five Years.<p>the Book Also Features A Foreword By Julia Vanhaaften, Curator Of Photographs At The New York Public Library; An Introduction By Giard, &quot;self-portrait Of A Gay Reader&quot;; An Essay By Christopher Bram On Gay Writing; And An Essay By Joan Nestle On Lesbian Writing.</p><h3>out Magazine</h3><p>stirring And Gorgeous.</p>",en,First Edition,"Height: 10.5 Inches, Length: 9.5 Inches, Weight: 3.1526103466 Pounds, Width: 1.25 Inches",50,https://images.isbndb.com/covers/18/02/9780262071802.jpg,Success,64,22,1
0-8118-0224-8,"I Am the Most Interesting Book of All: The Diary of Marie Bashkirtseff, Vol. 1",Marie Bashkirtseff,Chronicle Books,464,6/1/1997,Hardcover,Translated By Phyllis Howard Kernberger With Katherine Kernberger. Includes Index.,en,First Edition,"Height: 9.34 Inches, Length: 7.51 Inches, Weight: 2.2817844117 Pounds, Width: 1.72 Inches",0,https://images.isbndb.com/covers/22/46/9780811802246.jpg,Success,64,22,1
0-7148-3619-2,Suffragettes to She-Devils: Women's Liberation and Beyond,"Costa, Guido, Goldin, Nan, Juncosa, Enrique",Phaidon Press,240,12/6/1997,Hardcover,"The Fight For Women's Rights Worldwide Has Been One Of The Great Power Struggles Of The Twentieth Century, And Its Graphic Expression Has Been Central To This Battle. Suffragettes To She-devils Captures The Excitement Of Women's Revolutionary Campaigns And Movements From The Vibrant Visual Identity Of The Militant Suffragettes, Through The Humour And Sniping Of The Cartoons Of Women's Lib In The Sixties, To The Virtual-reality Explorations Of End-of-the-century Cyberfeminists. It Studies The Developing Role Of Graphics And Related Media In The Struggle For Women's Liberation, Focusing On The Way Women Have Used Graphics As A Tool For Their Empowerment - Finding A Voice Through Visual Or Graphic Means. Foreword / Germaine Greer -- Ch. 1. Promises Of Emancipation: From First Wave Feminism To The 1960s -- Ch. 2. Revolution: The Women's Liberation Movement, Or Second Wave Feminism -- Ch. 3. The Angry Years Of Conservatism: Activism And Backlash -- Ch. 4. New Feminism, New Technology, New Directions: Fighting Back And Looking To The Future -- Ch. 5. The International Women's Movement: Women Organize And Take Action. Liz Mcquiston ; Foreword By Germaine Greer. Includes Bibliographical References (p. 236-237) And Index.",en,Illustrated,"Height: 11.75 Inches, Length: 10.25 Inches, Weight: 4.06 Pounds, Width: 1.125 Inches",44.08,https://images.isbndb.com/covers/61/95/9780714836195.jpg,Success,64,22,1
0-7645-3046-1,Tech Girl's Internet Adventures,Girl Tech,John Wiley & Sons Inc,178,1997,Paperback,,en,,,19.99,https://images.isbndb.com/covers/04/63/9780764530463.jpg,Success,65,22,1
0-671-56332-7,Let's Talk About Me,,Simon & Schuster Books,,1996,,,en,,,0,https://images.isbndb.com/covers/33/25/9780671563325.jpg,Success,66,22,1
0-679-44509-9,"Unnatural Exposure: A Novel (Kay Scarpetta, 8)","Cornwell, Patricia",Random House Audio,,7/22/1997,Audio Cassette,,en,Abridged,"Height: 7.5 Inches, Length: 1.25 Inches, Weight: 0 Pounds, Width: 4.25 Inches",0,https://images.isbndb.com/covers/50/98/9780679445098.jpg,Success,67,22,1
0-787103-70-5,Ill Wind,"Barr, Nevada",Dove Entertainment Inc,,1995,Audio Cassette,,en,,"Height: 7 Inches, Length: 4.5 Inches, Width: 0.75 Inches",17.95,https://images.isbndb.com/covers/37/05/9780787103705.jpg,Success,67,22,1
1-883332-29-X,Stories,"Cather, Willa, Hughes, Melissa",Audio Bookshelf,,1997,,,en,,,0,https://images.isbndb.com/covers/22/97/9781883332297.jpg,Success,67,22,1
0-671-57727-1,A Thousand Acres (Movie Tie-in Reissue) Cassette,"Smiley, Jane",Audioworks,,10/1/1997,Audio Cassette,,en,Abridged,"Height: 7.25 Inches, Length: 4.5 Inches, Weight: 0.4 Pounds, Width: 1.25 Inches",0,https://images.isbndb.com/covers/72/78/9780671577278.jpg,Success,67,22,1
1-883332-31-1,"Eleanor, Hattie and the Wild Waves","Cooney, Barbara",Audio Bookshelf,,1997,Audio Cassette,,en,,"Height: 5.25 inches, Length: 4.25 inches, Weight: 0.2 Pounds, Width: 0.75 inches",0,https://images.isbndb.com/covers/23/10/9781883332310.jpg,Success,67,22,1
1-57042-543-4,A Kind of Grace: The Autobiography of the World's Greatest Female Athlete,"Steptoe, Sonja, Joyner-Kersee, Jackie",Warner Adult,,11/1/1997,Audio Cassette,,en,,"Height: 6.75 Inches, Length: 4.125 Inches, Width: 0.75 Inches",17.98,https://images.isbndb.com/covers/54/31/9781570425431.jpg,Success,68,22,1
0-671-57653-4,The HEALING OF AMERICA CASSETTE,"Williamson, Marianne",Sound Ideas,,9/1/1997,Audio Cassette,,en,Abridged,"Height: 7.25 Inches, Length: 4.75 Inches, Width: 0.75 Inches",0,https://images.isbndb.com/covers/65/30/9780671576530.jpg,Success,68,22,1
1-57731-023-3,Meditations,"Gawain, Shakti",New World Library,,1997,Audio Cassette,"Presents Guided Meditations To Enhance Creativity, Intuition, And Inner Strength.",en,,"Height: 7.25 Inches, Length: 4.5 Inches, Weight: 0.25 Pounds, Width: 0.75 Inches",17.95,https://images.isbndb.com/covers/02/35/9781577310235.jpg,Success,68,22,1
0-87351-293-6,Night Flying Women: An Ojibway Narrative,"Ignatia Broker, Debra Smith",Minnesota Historical Society Pr,135,1996,Audio Cassette,,en,,,22,https://images.isbndb.com/covers/29/30/9780873512930.jpg,Success,68,22,1
1-57731-011-X,"The Chalice and the Blade: Our History, Our Future",,New World Library,3,1997,Audio Cassette,"<p>The phenomenal bestseller, with more than 500,000 copies sold worldwide, now with a new epilogue from the author--<i>The Chalice and the Blade</i> has inspired a generation of women and men to envision a truly egalitarian society by exploring the legacy of the peaceful, goddess-worshipping cultures from our prehistoric past.</p>                        <p>Bringing together recent discoveries in archaeology with evidence from art, religion, anthropology, sociology, politics, and economics, this national bestseller reveals astounding new knowledge of our past--and potential future. Maps and charts.</p>",en,Abridged edition,"Height: 7.25 Inches, Length: 4.5 Inches, Weight: 0.29982867632 Pounds, Width: 0.75 inches",23.94,https://images.isbndb.com/covers/01/12/9781577310112.jpg,Success,68,22,1
0-679-46097-7,The Heart of a Woman,"Angelou, Maya",Random House Audio,,5/27/1997,Audio Cassette,,en,Abridged edition,"Height: 7 Inches, Length: 4.35 Inches, Weight: 0.35 Pounds, Width: 0.79 Inches",18,https://images.isbndb.com/covers/09/78/9780679460978.jpg,Success,68,22,1
0-679-46026-8,The Dancing Mind,"Morrison, Toni",Random House Audio,,12/24/1996,Audio Cassette,,en,Abridged edition,"Height: 4.29 Inches, Length: 2.73 Inches, Weight: 0.1 Pounds, Width: 0.67 Inches",6,https://images.isbndb.com/covers/02/68/9780679460268.jpg,Success,68,22,1
1-887902-13-9,The Writer's Guide to the Internet,"Groves, Dawn",A B F Content,248,1997,Paperback,"The Writer's Guide to the Internet is the perfect tool for writers to find online information. Dawn Groves, author of the popular The Web Page Workbook, shows you how to find helpful resources, publish on the Web, and research topics. You'll also learn how to participate in Internet writers' groups, and you'll find tips on how to market yourself and write for an online audience.",en,1st,"Height: 9 Inches, Length: 7.25 Inches, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/21/37/9781887902137.jpg,Success,68,22,1
1-57768-010-3,Women in the Arts,McGraw-Hill Book Company,McGraw-Hill Companies,,1997-12,Unknown Binding,,en,,"Height: 1.51 Inches, Length: 10.08 Inches, Width: 8.08 inches",49.95,https://images.isbndb.com/covers/01/09/9781577680109.jpg,Success,69,22,1
0-674-36771-5,The Harvard Guide To Women's Health (pb Book/cd Set) (harvard University Press Reference Library),Karen J. Carlson M.d.,Harvard University Press,640,1997,Paperback,,en,,,39.95,https://images.isbndb.com/covers/77/15/9780674367715.jpg,Success,69,22,1
1-887233-15-6,Reel Women: The Untold Story,"Jodie Cmei 1071 Foster, Enteractive",Eichler Assoc Management,,1996,Unbound,"Title From Title Screen. Ed. Statement From Readme File. Based On The Book Reel Women, Pioneers Of The Cinema By Ally Acker. Host, Jodie Foster. System Requirements: Ibm-pc Or Compatible With 486sx-33mhz Processor Or Better; 8mb Ram; Microsoft Windows 3.1 Or Later Or Microsoft Windows95; 5mb Available Hard Disk Space; Quicktime Or Similar; Double-speed Cd-rom Drive.",en,,electronic resource,0,https://images.isbndb.com/covers/31/56/9781887233156.jpg,Success,70,22,1
0-7645-0240-9,PCs for Teachers,"Toliver, Pamela R., Kellogg, Carol Y.",John Wiley & Sons Inc,358,1997,Paperback,"So much has changed in the short time since the first edition of <i>PCs For Teachers</i> made computers understandable and useful for thousands and thousands of teachers. Now, in this completely updated second edition, authors and education professionals Pamela Toliver and Carol Kellogg show you how the latest online innovations, new software, and improved hardware can help you get even more from your PC -- for yourself and for your students. 
<p><i>PCs For Teachers</i>, 2nd Edition, is the ideal sourcebook for transforming your computer from a hunk of humming metal into a tool that makes record keeping and curriculum planning a breeze and brings the latest learning technology and techniques to your students.</p>
<p>Toliver and Kellogg share valuable, practical information on getting the most out of your PC, even if it's the only one in your classroom. Plain-English explanations and expert, insider's tips show you how to</p>
<ul>
<li>Support your expensive computing needs</li>
<li>Evaluate multimedia programs and incorporate them into your classes</li>
<li>Understand confusing terminology</li>
<li>Get on the Internet and bring the world into your classroom</li>
<li>Become more productive by using the Microsoft Works suite of word processing, spreadsheet, database, and communications software</li>
<li>Introduce Windows 95 into your classroom</li>
</ul>
<p><i>PCs For Teachers</i>, 2nd Edition, includes a bonus CD-ROM containing valuable educational software along with a guide to which programs are appropriate for which grade level. You'll find elementary-level software such as a demo version of ""Where in the World Is Carmen Sandiego?""; English and language artsprograms that help students learn grammar and build vocabulary; science and mathematics programs covering biology and other areas; a demo version of Maya Quest along with other social studies software; and fun but useful programs to create all kinds of multimedia projects and art. Plus, the bonus CD-ROM features all the software you need to get online, including AT&amp;T WorldNet<sup>SM</sup> Service for Internet access.</p>",en,2nd,"Height: 9.5 Inches, Length: 7.5 Inches, Width: 1 Inches",24.99,https://images.isbndb.com/covers/24/08/9780764502408.jpg,Success,70,22,1
0-7645-0156-9,Creating Web Pages for Kids & Parents (Dummies Guide to Family Computing),"Holden, Greg",John Wiley & Sons Inc,350,1997,Paperback,"If you and your children have discovered all the information, entertainment, and interactivity the World Wide Web has to offer, you're ready to take the next step: creating your own Web pages and publishing them on the Internet. With <i>Creating Web Pages For Kids &amp; Parents</i>, you find that designing a Web site is much easier than you may have thought. Parent, author, and Web publisher Greg Holden guides you and your family through all the essentials, from coding Web pages by hand to taking advantage of user-friendly authoring tools, such as Microsoft FrontPage, Adobe PageMill, and Claris Home Page. You even find out how to do the fancy stuff, such as incorporating animation and sound into your site. Plus, on the bonus CD-ROM accompanying <i>Creating Web Pages For Kids &amp; Parents</i>, you get all the Internet and Web authoring software you need, including AT&amp;T WorldNet<sup>SM</sup> Service with special versions of Microsoft Internet Explorer and Netscape Navigator; demo versions of Adobe PageMill, Claris Home Page, Web Workshop, LView Pro (for creating and editing graphic images), and plenty of ready-made Web page templates, clip art, and workbook exercises.<br>
<br>",en,1,"Height: 9.5 Inches, Length: 7.75 Inches, Weight: 1.52339423042 Pounds, Width: 1.25 Inches",24.99,https://images.isbndb.com/covers/15/62/9780764501562.jpg,Success,70,22,1
312860986,China Mountain Zhang,"McHugh, Maureen F.",Orb Books,324,4/15/1997,Paperback,"<p>Winner of the James Tiptree, Jr. Memorial Award, the Lambda Literary Award, the <i>Locus</i> Award for Best First Novel, and a Hugo and Nebula Award nominee.</p>
<p>With this groundbreaking novel, Maureen F. McHugh established herself as one of the decade's best science fiction writers. In its pages, we enter a postrevolution America, moving from the hyperurbanized eastern seaboard to the Arctic bleakness of Baffin Island; from the new Imperial City to an agricultural commune on Mars. The overlapping lives of cyberkite fliers, lonely colonists, illicit neural-pressball players, and organic engineers blend into a powerful, taut story of a young man's journey of discovery. This is a macroscopic world of microscopic intensity, one of the most brilliant visions of modern SF.</p>",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.85 Pounds, Width: 0.7161403 Inches",15.08,https://images.isbndb.com/covers/09/81/9780312860981.jpg,Success,71,22,1
345378911,Ammonite,"Griffith, Nicola",Del Rey,360,2/1/1993,Paperback,,en,First Edition,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.4 Pounds, Width: 0.75 Inches",5.99,https://images.isbndb.com/covers/89/10/9780345378910.jpg,Success,71,22,1
312890133,White Queen (White Queen Trilogy),"Jones, Gwyneth",Orb Books,320,10/15/1994,Paperback,"<p>Winner of the first James Tiptree, Jr.. Memorial Award for SF about gender issues, <i>White Queen</i> is a dazzling vision of an out-of-control future from the author of <i>Divine Endurance</i>.</p>
<p>It's 2038. Japan has been destroyed by geologic catastrophe. The global economy is in chaos. And Johnny Guglioli, a young wirehead cyberjournalist infected with a very deadly computer virus, follows the trail of a group of extraterrestrials who have landed somewhere in West Africa.</p>
<p>But when Johnny finally finds the aliens, they're far different from anything he could have imagined: Mysterious. Telepathic. Nearly immortal. And driven by a dark imperative that may cost humanity its future.</p>",en,First Edition,"Height: 8.42 Inches, Length: 5.28 Inches, Weight: 0.8 Pounds, Width: 0.815 Inches",1.99,https://images.isbndb.com/covers/01/31/9780312890131.jpg,Success,71,22,1
380756374,"In the Light of Sigma Draconis (A Woman of the Iron People, Part 1)","Arnason, Eleanor",Avon Books,236,1/1/1992,Paperback,,en,,Weight: 0.3 Pounds,4.99,https://images.isbndb.com/covers/63/77/9780380756377.jpg,Success,71,22,1
380756382,"Changing Women (A Woman of the Iron People, Part 2)",Eleanor Arnason,Avon Books,263,1992,Paperback,,en,,Weight: 0.35 pounds,0,https://images.isbndb.com/covers/63/84/9780380756384.jpg,Success,71,22,1
