ISBN,Title,Author,Publisher,Pages,Date Published,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,volume,issue
1-55065-095-5,I Am First a Human Being: The Prison Letters of Krystyna Wituska,,Véhicule Press,160,1/1/1997,Paperback,"<p>On the eve of World War II, Krystyna Wituska, a carefree, rather spoiled teenager attending finishing school in Switzerland, returned to Poland. During the Occupation, when she was twenty years old, she drifted into the Polish Underground. By her own admission, she was attracted at first by the adventure, but youthful bravado soon turned into a mental and spiritual mastery over fear. Because Krystyna spoke fluent German she was assigned to collect information on German troop movements at Warsaw airport. In 1942, at the age of twenty-one, she was arrested by the Gestapo and transferred to prison in Berlin where she was executed two years later. In the last eighteen months of her life Krystyna wrote over sixty letters which, through the kindness of a courageous prison guard, were smuggled to her parents or the guard's daughter who became her penpal. From the moment she was arrested, Krystyna would not allow her spirit to be broken and believed that ""the noble that is within us will not perish."" It is Krystyna's humanity that unites her with other victims of war and other resistance fighters, and enables us to identify with her even though her ordeal was outside the scope of our experience.</p>",en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 0.70988848364 pounds, Width: 0.6 Inches",16.95,https://images.isbndb.com/covers/09/52/9781550650952.jpg,Success,55,22,1
0-929005-99-6,Female Gazes: Seventy-Five Women Artists,"Martin, Elizabeth, Meyer, Vivian",Second Story Pr,173,1997,Paperback,"An Intriguing And Unusual Collection Of Biographies And Art, Female Gazes Is A Popular Introduction To The Lives And Work Of Some Remarkable Women Artists From The Renaissance To The Present. Vivid Reproductions And Commentary Accompany The Life Stories Of A Diverse Group Of Women From Canada, The United States And Europe. Sofonisba Anguissola : Portrait Of The Artist's Sister Minerva -- Artemisia Gentileschi : Judith And Holofernes -- Judith Leyster : The Flute Player -- Rachel Ruysch : Flower Still Life -- Françoise Duparc : Young Woman Mending -- Angelica Kauffmann : The Artist Hesitating Between The Arts Of Music And Painting -- Elisabeth Vigée-lebrun : Self-portrait -- Susanna Moodie : Bouquet Of Garden Flowers -- Anne Whitney : Charles Sumner -- Rosa Bonheur : The Horse Fair -- Hannah Maynard : Self-portrait -- Emily Mary Osborn : Nameless And Friendless -- Berthe Morisot : Young Girl By The Window -- Mary Cassatt : The Letter -- Edmonia Lewis : Old Arrow Maker -- Frances & Margaret Macdonald : Poster For The Institute Of Fine Arts -- Suzanne Valadon : Adam And Eve -- Käthe Kollwitz : Solidarity--the Propeller Song -- Emily Carr : Forest, British Colombia -- Gwen John : A Corner Of The Artist's Room In Paris -- Meta Warrick Fuller : Talking Skull -- Vanessa Bell : Lytton Strachey -- Helen Mcnicoll : Under The Shadow Of The Tent -- Natalia Goncharova : Linen -- Frances Loring : Furnace Girl -- Florence Wyle : Noon Hour -- Georgia O'keefe : Yellow Calla -- Dorothea Lange : Migrant Mother, Nipomo, California -- Kay Sage : I Saw Three Cities -- Paraskeva Clark : Petroushka -- Louise Nevelson : Mirror-shadow Ii -- Alice Neel : Margaret Evans Pregnant -- Alexandra Luke : Surge Into Summer -- Isabel Bishop : Bootblack -- Barbara Hepworth : Single Form (memorial To Dag Hammarskjöld) -- Pitseolak : Woman Hiding From Spirit -- Lois Mailou Jones : Les Fétiches -- Lee Krasner : Cornucopia -- Frida Kahlo : Self-portrait With Thorn Necklace And Hummingbird -- Doris Mccarthy : Iceberg Fantasy #24 -- Agnes Martin : Falling Blue -- Elizabeth Catlett : Sharecropper -- Daphne Odjig : Beauty In Transition -- Gathie Falk : Theatre In Black And White And Colour : Alberta Spruce And Streamers -- Helen Frankenthaler : Before The Caves -- Bessie Harvey : Tribal Spirits. Marisol : Women And Dog -- Faith Ringgold : Tar Beach -- Audrey Flack : Marilyn (vanitas) -- Joyce Wieland : The Water Quilt -- Maryon Kantaroff : Daughter Of The Moon -- Mary Pratt : Salmon On Saran -- Eva Hesse : Contingent -- Christiane Pflug : Kitchen Door With Esther -- Aganetha Dyck : The Wedding Dress, The Extended Wedding Party -- Evelyn Rothe : Shell Knit -- Aiko Suzuki : Lyra -- Vera Frenkel : Body Missing -- Judy Chicago : The Dinner Party -- June Clark : Untitled -- Yolanda M. Lopez : Portrait Of The Artist As The Virgin Of Guadalupe -- Milly Ristvedt : After Rameau's Nephew -- Helen Hardin : Changing Woman -- Colette Whiten : Family -- Nicole Jolicoeur : Étude De Jm Charcot (a) -- Jana Sterbak : Remote Control, I -- Jamelie Hassan : The Oblivion Seekers -- Liz Magor : 4 Boys And A Girl -- Janice Gurney : Searching Black Mirrors For Hidden Diamonds -- Shirley Wiitasalo : Black And White -- Barbara Klunder : Monkey Businessmen Medicine Chest -- Grace Channer : The Women Before -- Rebecca Belmore : Artifact 671b -- Midi Onodera : Ten Cents A Dance (parallax). Elizabeth Martin & Vivian Meyer. Includes Bibliographical References (p. 171-172) And Index.",en,1St Edition,"Height: 10.5 Inches, Length: 9.75 Inches, Weight: 1.68 Pounds, Width: 0.5 Inches",34.95,https://images.isbndb.com/covers/59/97/9780929005997.jpg,Success,56,22,1
0-7735-1706-5,The Cultural Politics of Fur,"Emberley, Julia",Mcgill-Queens University Press,272,1/7/1998,Paperback,,en,,"Height: 8.9 Inches, Length: 5.9 Inches, Width: 0.7 Inches",32.95,https://images.isbndb.com/covers/70/66/9780773517066.jpg,Success,56,22,1
1-896095-33-X,Too Many Men On The Ice,"Avery, Joanna, Stevens, Julie","Raincoast Books, Polestar",288,1/1/2000,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 0.9 Pounds, Width: 0.75 Inches",16.95,https://images.isbndb.com/covers/53/32/9781896095332.jpg,Success,56,22,1
1-55054-117-X,Stolen from Our Embrace,S Fournier/Crey,Douglas & McIntyre,,1997,Hardcover,,en,First Edition,Weight: 1.1 Pounds,0,https://images.isbndb.com/covers/11/75/9781550541175.jpg,Success,56,22,1
0-676-97030-3,"Slow Dance : A Story of Stroke, Love and Disability",Bonnie Klein,Vintage Canada,384,1997,Paperback,"A story of stroke, love and disability.",en,,Weight: 1.05 Pounds,1.99,https://images.isbndb.com/covers/03/02/9780676970302.jpg,Success,56,22,1
0-88755-643-4,Night Spirits: The Story of the Relocation of the Sayisi Dene,"Bussidor, Ila, Bilgen-Reinart, Ustun",University of Manitoba Press,192,2000,Paperback,,en,Illustrated,"Height: 9 Inches, Length: 6 Inches, Weight: 0.65 Pounds, Width: 0.5 Inches",21.95,https://images.isbndb.com/covers/64/32/9780887556432.jpg,Success,56,22,1
0-14-025427-7,The Concubine's Children,"Chong, Denise",Penguin Canada,304,1/2/1996,Paperback,"<p>The ethos of family is dramatically portrayed by Denise Chong in this tale of her grandmother, brought from China as a young concubine by a sojourner to the New World, of the man's wife and the children who would be left behind, and of the author's own incredible discovery of those children six decades later. Here is a true story, woven from letters, photographs, and memories, with more twists and turns than any novel. It is a story of the lives of one family living on two different sides of the globe: in a village in South China before and after the Communists took power, and in the gritty Chinatowns on North America's west coast. The ""at-home"" wife would hold sacred the honor of the family; supporting her was the concubine who sacrificed her own family in working the tea houses abroad, in ""Gold Mountain."" In tow was her youngest daughter, the author's mother. It was she who unlocked the past for her daughter, whose curiosity about some old photographs ultimately reunited this family, who had been divided for most of this century.</p> <h3>Publishers Weekly</h3> <p>This superbly told saga of family loyalties and disaffections reads more like a novel than an actual chronicle of Chan Sam, a Chinese peasant who left his family in 1913 to seek his fortune in the ``Gold Mountain'' of western Canada. There, though always planning to return to them, he set up a second family with the beautiful, headstrong concubine he brought with him from China. The story is narrated in the third person by his granddaughter, a Canadian economist, who creates an unsentimental portrait of both families: of Huangbo, the patient ``home-wife'' who raised their son and the two children the concubine, May-ying, left behind, and survived the Japanese occupation of China and the rule of Mao Tse-tung; of May-ying, whose earnings as a waitress in west coast teahouses often supported the struggling Chan Sam, his family in China and her own two Canadian-born children. And we learn of the fate of all the children, especially May-ying's daughter Hing, the author's mother. Although Chan Sam never fulfilled his dream of returning to his home-family, after his death, Hing and the author made the pilgrimage to China to embrace the relatives they had never known. Photos. (Jan.)</p>",en,Reprint,"Height: 7.76 Inches, Length: 5.14 Inches, Weight: 0.47 Pounds, Width: 0.56 Inches",16,https://images.isbndb.com/covers/42/73/9780140254273.jpg,Success,56,22,1
0-7748-0596-X,Sinews of Survival: The Living Legacy of Inuit Clothing,"Issenman, Betty Kobayashi",Univ of British Columbia Pr,274,1997,Hardcover,"Traditional Inuit attire has been used for protection, a sense of identity, and as culture-bearer for thousands of years. By preserving their clothing traditions, the Inuit celebrate their accomplishments, show pride in being a part of a unique culture, and affirm their lasting connection to the natural and spiritual worlds of their ancestors. Sinews of Survival draws together information about circumpolar clothing technologies, styles, and materials from 4000 years ago to the present. In this unique and beautifully illustrated book, Betty Kobayashi Issenman explores the living legacy of Inuit garment use and manufacture.<p>Sinews of Survival summarizes prehistoric finds related to clothing, describes the materials used, their characteristics, and the different items of clothing which are common throughout the circumpolar world. The tools are described at length as well as ingenious ways in which the Inuit prepared the material they harvested from animals, birds, and sea mammals. The text is accompanied by patterns and illustrations of seams and stitches which serve to highlight differences in style from one region to another and help identify historical clothing of different Inuit groups.</p><p>The author weaves together Inuit voices, drawings, and writings, giving a glimpse of a rich and layered culture which has survived some of the harshest living conditions in the world while abiding in ecological and spiritual harmony with its environment. While the focus is on the Canadian heritage, ample references to and images of Inuit clothing from Northeastern Siberia, Alaska, and Kalaallit Nunaat (Greenland) help readers appreciate commonalities and differences. Written in accessible languagewith numerous photographs, Sinews of Survival is an important resource for Arctic scholars, anthropologists, and archaeologists, and for the general public it opens a door to Inuit culture.</p>",en,First Edition,"Height: 10.5 Inches, Length: 9 Inches, Weight: 2.75 Pounds, Width: 1 Inches",140,https://images.isbndb.com/covers/59/64/9780774805964.jpg,Success,56,22,1
1-896705-20-0,. . . But Where Are You Really From?,"Palmer, Hazelle",Sister Vision,1,11/11/1998,Paperback,,en,,"Height: 8.99 Inches, Length: 5.99 Inches, Width: 0.38 Inches",12.95,https://images.isbndb.com/covers/52/00/9781896705200.jpg,Success,56,22,1
0-7737-5904-2,The Big Black Book: The Essential Views of Conrad and Barbara Amielblack,"Barlow, Maude, Winter, James P.",Stoddart Pub,248,1998,Paperback,"Presents A Critique Of The Opinions And Attitudes Expressed By Conrad Black, Owner Of Sixty Of The 105 Daily Newspapers In Canada, And His Wife, Barbara Amiel; And Warns That The Content Of Their Often Controversial Views, Disseminated To Millions Of Homes Each Day, Should Be Of Great Concern To Canadians. By Maude Barlow And James Winter. Includes Bibliographical References (p. 225-242) And Index.",en,Canadian First,"Height: 9 Inches, Length: 6 Inches, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/90/46/9780773759046.jpg,Success,56,22,1
1-55128-047-7,A Genealogy of Resistance: And Other Essays,"Philip, M. Nourbese",Mercury Pr,192,1998,Paperback,By M. Nourbese Philip. Includes Bibliographical References.,en,First Edition,"Height: 8.75 Inches, Length: 6 Inches, Weight: 0.8 Pounds, Width: 0.5 Inches",18.95,https://images.isbndb.com/covers/04/79/9781551280479.jpg,Success,56,22,1
0-8020-8057-X,The Trouble with Normal: Postwar Youth and the Making of Heterosexuality (Studies in Gender and History),"Adams, Mary Louise","University of Toronto Press, Scholarly Publishing Division",256,1997,Paperback,"<p>In the years after the Second World War, economic and social factors combined to produce an intense concern over the sexual development and behaviour of young people. In a context where heterosexuality and 'normality' were understood to be synonymous and assumed to be necessary for social and national stability, teenagers were the target of a range of materials and practices meant to turn young people into proper heterosexuals.</p><p>In this study, Mary Louise Adams explores discourses about youth and their place in the production and reproduction of heterosexual norms. She examines debates over juvenile delinquency, indecent literature, and sex education to show not why heterosexuality became a peculiar obsession in English Canada following the Second World War as much as how it came to hold such sway.</p><p>Drawing on feminist theory, cultural studies, and lesbian/gay studies, <b>The Trouble with Normal</b> is the first Canadian study of 'youth' as a sexual and moral category. Adams looks not only at sexual material aimed at teenagers but also at sexual discourses generally, for what they had to say about young people and for the ways in which 'youth,' as a concept, made those discourses work. She argues that postwar insecurities about young people narrowed the sexual possibilities of both young people and adults.</p><p>While much of the recent history of sexuality examines sexuality 'from the margins,' <b>The Trouble with Normal</b> is firmly committed to examining the 'centre,' to unpacking normality itself. As the first book-length study of the history of sexuality in postwar Canada, it will make an important contribution to the growing international literature on sexual regulation.</p>",en,First Soft-Cover Edition,"Height: 8.97 Inches, Length: 5.99 Inches, Weight: 0.9259415004 Pounds, Width: 0.58 Inches",2.48,https://images.isbndb.com/covers/05/78/9780802080578.jpg,Success,56,22,1
1-55164-108-9,Race Class Women And The State,"Schecter, Tanya",Black Rose Books,204,3/26/1998,Paperback,"During the 1950s, a growing number of women, including married women with children, entered the paid labor force. Many women who had traditionally been employed as domestic servants left their employment for jobs where remuneration was higher, hours of work better defined and protective measures applied. The State then turned to other countries, to women of color from the Third World, notably the Caribbean and the Philippines for domestic workers. This led to a change in immigration policy; the State began to import foreign domestic workers to work for low wages, under adverse conditions, with no labor and mobility rights. North America was seen by these women as an economic opportunity, even if they were forced to work as domestics, the wages were higher than in their country of origin.
<p>Tanya Schecter argues that the State consciously acted to take advantage of these women's desperation, of their poverty, in order to find a cheap supply of domestics for its own citizens while limiting its own social expenditures.</p>
<p>In ""Race, Class, Women and the State"" she traces the role of the State in setting the policies that have allowed North American women to increase their participation in the public sphere, while at the same time keeping the public-private divide and its attendant value structure much the same as they were at the turn of the century: that is, domestic labor and child care remain women's responsibility and are valued less than work performed in the public sphere. It shows how women are overwhelmingly forced to work a double day. Moreover, for many immigrant women of color, their double day increasingly takes place in the home as they are forced to work in other women's homesperforming domestic duties for low wages.</p>",en,First Edition,"Height: 8.25 Inches, Length: 5.25 Inches, Weight: 0.38360433588 Pounds, Width: 0.4 Inches",24.99,https://images.isbndb.com/covers/10/89/9781551641089.jpg,Success,56,22,1
0-7735-1656-5,Capturing Women: The Manipulation of Cultural Imagery in Canada's Prairie West (Volume 17) (McGill-Queen's Native and Northern Series),"Carter, Sarah A.",McGill-Queen's University Press,264,1997,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 0.881849048 Pounds, Width: 0.5 Inches",32.95,https://images.isbndb.com/covers/65/64/9780773516564.jpg,Success,56,22,1
0-590-13506-6,When She Was Good,"Mazer, Norma Fox",Arthur A. Levine Books,208,10/1/1997,Hardcover,"The Death Of Her Abusive, Manipulative Older Sister Prompts Seventeen-year-old Em To Remember Their Unpleasant Life Together, With Their Parents And Then Later On Their Own.",en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 0.9 Pounds, Width: 1 Inches",0,https://images.isbndb.com/covers/50/61/9780590135061.jpg,Success,57,22,1
09653018-1-8,When Dawn Stole the Dark,"Joerg, Donna",Cadence Pr,,1997,Hardcover,,en,,"Height: 11 Inches, Length: 9.25 Inches, Width: 0.5 Inches",18.95,https://images.isbndb.com/covers/18/17/9780965301817.jpg,Success,58,22,1
0916291-75-8,Bright Star,"Crew, Gary",Kane Miller Book Pub,32,1997,Hardcover,,en,,"Height: 1.5 Inches, Length: 8.75 Inches, Weight: 0.85 pounds, Width: 0.5 Inches",13.95,https://images.isbndb.com/covers/17/54/9780916291754.jpg,Success,58,22,1
1-57542-022-8,Girls and Young Women Entrepreneurs: True Stories About Starting and Running a Business Plus How You Can Do It Yourself,"Karnes, Frances A., Bean, Suzanne M.",Free Spirit Pub,189,1997,Paperback,"Including first-person stories, advice and insights, as well as problem-solving strategies, these true stories inspire all young people to think like entrepreneurs, be creative, take positive risks, identify their talents, and focus on their futures. Photos. 176 pp. Ages 11 and up. Pub: 10/97.

                        <p>Profiles girls who have successfully started and run businesses, such as making and selling cheesecakes, inventing and marketing a kiddie stool, making and selling watercolor paintings. Includes a section on how to be an entrepreneur, and historical information about women in business.
</p>",en,,"Height: 9.25 inches, Length: 6 inches, Weight: 0.75 Pounds, Width: 0.5 inches",12.95,https://images.isbndb.com/covers/02/26/9781575420226.jpg,Success,59,22,1
1-57542-029-5,Free Spirit Publishing Lewis B 1575420295 What Do You Stand for - for Teens,"Lewis, Barbara A.",Free Spirit Publishing,284,2005,Unknown Binding,"<p>Young people need guidance from caring adults to build strong, positive character traits—but they can also build their own. This book by the best-selling author of <i>The Kid’s Guide to Social Action</i> invites children and teens to explore and practice honesty, kindness, empathy, integrity, tolerance, patience, respect, and more.</p>
<p>Quotations and background information set the stage. Dilemmas challenge readers to think about, discuss, and debate positive traits. Activities invite them to explore what they stand for at school, at home, and in their communities. True stories profile real kids who exemplify positive traits; resources point the way toward character-building books, organizations, programs, and Web sites.</p>


                        <p>Text, anecdotes, and activities direct the reader to explore and practice honesty, kindness, empathy, integrity, tolerance, and more.
</p>",en,1,"Height: 11 Inches, Length: 8.5 Inches, Weight: 1.49032489112 Pounds, Width: 0.67 Inches",13.23,https://images.isbndb.com/covers/02/95/9781575420295.jpg,Success,59,22,1
0-8018-5807-0,Sister Brother: Gertrude And Leo Stein,Professor Brenda Wineapple,The Johns Hopkins University Press,528,1997,Paperback,,en,1,,0,https://images.isbndb.com/covers/80/79/9780801858079.jpg,Success,60,22,1
0-385-48235-3,Revision of Justice,"Wilson, John Morgan",Doubleday,352,11/10/1997,Hardcover,A Screenwriter Is Murdered During A Hollywood Party For Homosexual Writers. Gay Reporter Benjamin Justice Hunts For The Killer. A Look At The Milieu. John Morgan Wilson.,en,First Edition,"Height: 9.75 Inches, Length: 6.75 Inches, Weight: 1.35 Pounds, Width: 1.25 Inches",21.95,https://images.isbndb.com/covers/23/56/9780385482356.jpg,Success,60,22,1
0-385-31983-5,Hostage,"Zimmerman, R.D.",Delacorte Press,288,10/6/1997,Hardcover,,en,First Edition,"Height: 8.75 Inches, Length: 6 Inches, Weight: 0.95 Pounds, Width: 1 Inches",21.95,https://images.isbndb.com/covers/98/36/9780385319836.jpg,Success,60,22,1
0-312-16855-1,Gorilla Suit: My Adventures in Bodybuilding,Bob Paris,St Martins Pr,288,1997,Hardcover,,en,First Edition,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.2786811196 Pounds, Width: 1.25 Inches",23.95,https://images.isbndb.com/covers/85/51/9780312168551.jpg,Success,60,22,1
0-385-48828-9,Pink,"Van Sant, Gus",Nan A. Talese,272,9/15/1997,Hardcover,"In The Town Of Sasquatch, Oregon, Spunky Davis, Middle-aged Maker Of Infomercials, Is Trying To Find His Next Assignment, Finish The Screenplay That He Hopes Will Bring Him Hollywood Glory, And Deal With The Death Of His Friend And Favorite Infomercial Presenter, The Teen Idol Felix Arroyo. Enter Two Young Aspiring Filmmakers, Jack And Matt, Whom Spunky Finds Strangely Familiar - Especially As Jack Bears An Uncanny Resemblance To The Late Felix. But Jack And Matt Are Not What They Appear To Be; They Are Messengers From A Dimension Beyond Time Known As Pink, And They Invite Spunky To Join Them On Their Voyage Of Transcendence And Recovery. Using Every Means The Printed Page Offers To Tell His Tale - A Delirious Array Of Voices Signified By Different Typefaces, A Flip Cartoon That Animates The Novel's Action, Footnotes, And Drawings - Gus Van Sant Turns The Novel Into An Explosively Visual Experience, A Captivating Combination Of Texture And Text.--jacket. Gus Van Sant.",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.8 Pounds, Width: 1 Inches",21.95,https://images.isbndb.com/covers/82/80/9780385488280.jpg,Success,60,22,1
0-312-16830-6,"Execution, Texas: 1987","Scott, D. Travers",St Martins Pr,211,1997,Hardcover,,en,First Edition,"Height: 9 Inches, Length: 5.75 Inches, Width: 1 Inches",20.95,https://images.isbndb.com/covers/83/08/9780312168308.jpg,Success,60,22,1
0-385-48456-9,Miss Vera's Finishing School for Boys Who Want to Be Girls,"Vera, Veronica",Main Street Books,208,10/13/1997,Paperback,"It is estimated that three to five percent of the adult male population of the United States feels the need, at least occasionally, to dress in women's clothing. Judging from enrollment at her academy, Miss Vera would say that figure is low.
<p>Veronica Vera founded Miss Vera's Finishing School for Boys Who Want to Be Girls in 1992 and started a gender revolution. Working from the pink palace of the Academy's intimate Manhattan campus, she has helped hundreds of students embrace and master Venus Envy through her expert instruction in the arts of dressing up, making up, going out, and acting like a lady. In her new book, she shares her priceless wisdom with the world.</p>
<p>With sparkling wit and dazzling insight, Miss V gives us the 411 on body hair, foundation garments, make-up, and dressing, as well as offering invaluable advice on Creating a Herstory (finding the real life story of the femmeself within) speech, manners, walking in high heels, and--that biggest step of all--going out in the real world all dressed up. Amply illustrated and filled with the real stories of students and graduates, <i>Miss Vera's Finishing School</i> also offers a fascinating history of how the Academy came to be, as well as Miss Vera's own incisive gender manifesto.</p>
<p>""As we step boldly toward the new millennium, many more of us will be doing it in high heels,"" says Veronica Vera. In <i>Miss Vera's Finishing School for Boys Who Want to Be Girls,</i> she proves conclusively that, after a long day in wingtips, there's nothing like slipping into a pair of spiked heels.</p>",en,1,"Height: 9 Inches, Length: 6 Inches, Weight: 0.71209310626 Pounds, Width: 0.5 inches",13.17,https://images.isbndb.com/covers/45/65/9780385484565.jpg,Success,60,22,1
0-226-14264-7,Intimate Matters: A History of Sexuality in America,"D'Emilio, John, Freedman, Estelle B.",University Of Chicago Press,466,1998,Paperback,"<p><p>the First Full Length Study Of The History Of Sexuality In America, <i>intimate Matters</i> Offers Trenchant Insights Into The Sexual Behavior Of Americans, From Colonial Times To Today. D'emilio And Freedman Give Us A Deeper Understanding Of How Sexuality Has Dramatically Influenced Politics And Culture Throughout Our History.<p>the Book John D'emilio Co-wrote With Estelle B. Freedman, <i>intimate Matters</i>, Was Cited By Supreme Court Justice Anthony Kennedy When, Writing For A Majority Of Court On July 26, He And His Colleagues Struck Down A Texas Law Criminalizing Sodomy. The Decision Was Widely Hailed As A Victory For Gay Rights&#8212;and It Derived In Part, According To Kennedy's Written Comments, From The Information He Gleaned From D'emilio's Book, Which Traces The History Of American Perspectives On Sexual Relationships From The Nation's Founding Through The Present Day. The Justice Mentioned <i>intimate Matters</i> Specifically In The Court's Decision.&#8212;julia Keller, <i>chicago Tribune</i><p>fascinating. . . . [d'emilio And Freedman] Marshall Their Material To Chart A Gradual But Decisive Shift In The Way Americans Have Understood Sex And Its Meaning In Their Lives. &#8212;barbara Ehrenreich, <i>new York Times Book Review</i><p>[with] Comprehensiveness And Care . . . D'emilio And Freedman Have Surveyed The Sexual Patters For An Entire Nation Across Four Centuries. &#8212;martin Bauml Duberman, <i>nation</i><p><i>intimate Matters</i> Is Comprehensive, Meticulous And Intelligent. &#8212;jonathan Yardley, <i>washington Post Book World</i><p>this Book Is Remarkable. . . . [<i>intimate Matters</i>] Is Bound To Become The Definitive Survey Of American Sexual History For Years To Come. &#8212;roy Porter, <i>journal Of The History Of The Behavioral Sciences</i><p></p> <h3>publishers Weekly</h3> <p>the History Of Sexuality In The U.s. Is Not A Progressive Jump From Repression To Freedom, The Authors Maintain. Here, They ``cram Into 400 Pages Balanced Discussions Of Racial Sex-stereotyping, Chinese Slave Rings, Abortion, Same-sex Relationships, Women's Rights And Aids-engendered Conservatism,'' Reported Pw. Illustrated. (apr.)</p>",en,2nd,"Height: 8 Inches, Length: 5.25 Inches, Weight: 1.21 Pounds, Width: 1.7 Inches",25,https://images.isbndb.com/covers/26/47/9780226142647.jpg,Success,61,22,1
0-312-16779-2,Bachelor Brothers' Bed & Breakfast Pillow Book,"Richardson, Bill",St. Martin's Press,208,9/15/1997,Hardcover,,en,,"Height: 8.54 Inches, Length: 5.78 Inches, Weight: 0.8 Pounds, Width: 0.79 Inches",0,https://images.isbndb.com/covers/77/90/9780312167790.jpg,Success,61,22,1
3-8238-2118-0,Studio 54: The Legend,"Kummer, Niels",Te Neues Pub Group,144,1997,Paperback,,en,,"Height: 12.5 Inches, Length: 9.75 Inches, Weight: 2.2 Pounds, Width: 0.5 Inches",15,https://images.isbndb.com/covers/11/82/9783823821182.jpg,Success,61,22,1
0-684-83511-8,"Isaac Mizrahi Presents, The Adventures of Sandee, The Supermodel or Yveesac's Model Diaries",Isaac Mizrahi,Simon & Schuster,32,11/20/1997,Paperback,"The most talked about fashion designer in the world has put pen to paper for these three oversized--and unconventional--comic books. Illustrated with riotous artwork by William Frawley, ""The Adventures of Sandee the Supermodel"" takes readers to the heart of the fashion world. Full color. Size D. 32 pp. each. National print ads &amp; publicity. 35,000 print.",en,First Edition,"Height: 15.5 Inches, Length: 10.5 Inches, Weight: 1.45 Pounds, Width: 0.5 Inches",29.95,https://images.isbndb.com/covers/51/12/9780684835112.jpg,Success,61,22,1
0-19-510791-8,Enchanted Evenings: The Broadway Musical from Show Boat to Sondheim,"Block, Geoffrey",Oxford University Press,432,10/2/1997,Hardcover,"The Classic Musicals Of Broadway Can Provide Us With Truly Enchanted Evenings. But While Many Of Us Can Hum The Music And Even Recount The Plot From Memory, We Are Often Much Less Knowledgeable About How These Great Shows Were Put Together. In Enchanted Evenings, Geoffrey Block Offers Theatre Lovers An Illuminating Behind-the- Scenes Tour Of Some Of The Best Loved, Most Admired, And Most Enduring Musicals Of Broadways Golden Era. He Provides A Documentary History Of Fourteen Musicals In All Showing How Each Work Took Shape And Revealing, At The Same Time, Production By Production, How The American Musical Evolved From The 1920s To The Early 1960s, And Beyond. The Book's Particular Focus Is On The Music, Offering A Wealth Of Detail About How Librettist, Lyricist, Composer, And Director Work Together To Shape The Piece. Drawing On Manuscript Material Such As Musical Sketches, Autograph Manuscripts, Pre-production Librettos And Lyric Drafts, Block Blends This Close Attention To The Nuances Of Musical Composition And Stagecraft With Social Commentary And Backstage Anecdotes. Opening Night Reviews And Accounts Of Critical And Popular Response To Subsequent Revivals Show How Particular Musicals Have Adapted To Changing Times And Changing Audiences, Shedding Light On Why Many Of These Innovative Shows Are Still Performed In High Schools, Colleges, And Community Theaters Across The Country, While Others, Languish In Comparative Obscurity. Includes A Complete Discography And Plot Synopses And Song-by-song Scenic Outlines For Each Of The Fourteen Shows.--from Publisher's Description. Introduction : Setting The Stage -- Show Boat : In The Beginning -- Anything Goes : Songs Ten, Book Three -- Porgy And Bess : Broadway Opera -- On Your Toes And Pal Joey : Dance Gets Into The Act And Sweet Water From A Foul Well -- The Cradle Will Rock : A Labor Musical For Art's Sake -- Lady In The Dark And One Touch Of Venus : The Broadway Stranger And His American Dreams -- Carousel : The Invasion Of The Integrated Musical -- Kiss Me, Kate : The Taming Of Cole Porter -- Guys And Dolls And The Most Happy Fella : The Greater Loesser -- My Fair Lady : From Pygmalion To Cinderella -- West Side Story : The Very Model Of A Major Musical -- Happily Ever After West Side Story With Sondheim. Geoffrey Block. Includes Discography (p. 303-310), Bibliographical References (p. 393-399), And Index.",en,First Edition,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 1.7 Pounds, Width: 1.5 Inches",0,https://images.isbndb.com/covers/79/13/9780195107913.jpg,Success,61,22,1
0-688-14931-6,"The Shared Heart: Portraits And Stories Celebrating Lesbian, Gay, And Bisexual Young People","Mastoon, Adam",William Morrow,96,11/5/1997,Hardcover,"Athletes, Painters, Class Presidents, And Performing Artists, The People In Adam Mastoon's Compelling Portraits Recount Experiences That Are As Diverse As Their Backgrounds. One Man Recounts His Religious Family's Struggle To Accept His Gay Identity. Another Tells Of The Challenge To Reconcile Her Bisexuality With Her Asian-american Heritage. Others Recall The Solace Of Long Afternoons In The Library Devouring Books That Assured Them That They Were Not Alone. Together These Candid Accounts Of Navigating Adolescence Express The Fundamental Need We All Share For Acceptance And Freedom Of Expression. Photographs By Adam Mastoon. Includes Bibliographical References (p. 83-85).",en,1,"Height: 11.25 Inches, Length: 9.5 Inches, Weight: 1.9 Pounds, Width: 0.5 Inches",24.5,https://images.isbndb.com/covers/93/14/9780688149314.jpg,Success,61,22,1
